Cluster,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Size
0,0.0,0.0,42.622754491017965,1.0538922155688624,139408.02095808383,1.2365269461077844,1.4341317365269461,334
1,1.0,0.9947916666666666,27.684895833333332,1.0,120053.16927083333,1.0572916666666667,0.7447916666666666,384
2,0.8225108225108225,1.0,28.541125541125542,1.0216450216450217,83898.83549783549,0.0,0.0,231
3,0.0,0.0,27.81283422459893,0.0,133548.01069518717,1.1283422459893049,1.2566844919786095,187
4,0.36633663366336633,0.5346534653465347,53.257425742574256,1.9405940594059405,209883.82178217822,1.8712871287128714,1.5346534653465347,101
5,0.0,1.0,29.038961038961038,1.0,123856.46753246753,1.1233766233766234,1.0844155844155845,154
6,0.6543778801843319,0.7926267281105991,53.68663594470046,2.1152073732718892,125926.32258064517,0.5576036866359447,0.6082949308755761,217
7,1.0,0.0,33.46583850931677,0.8198757763975155,95789.27329192546,0.37267080745341613,0.062111801242236024,161
8,0.0,0.0,35.79220779220779,0.7056277056277056,94683.05627705628,0.2077922077922078,0.06060606060606061,231
